id,last_scraped,source,name,description,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
54384571,2024-06-22,city scrape,Thatch™ Newbury Street | One-Bedroom Apt. #1,"Thatch on Newbury is located on Newbury Street, between Hereford and Gloucester, a short stroll to many of Boston's best restaurants, stores and places of interest. The building and unit provides the perfect location for either a weekend away or mid-week business travel. All units underwent major interior design upgrades in Spring 2022. In-unit laundry, central heat/AC, queen sleeper sofa and a full kitchen, make this the perfect place for a few nights or a few weeks!",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Back Bay,42.34977,-71.08612,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Laundromat nearby"", ""Central air conditioning"", ""Stainless steel oven"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""55 inch HDTV with Roku"", ""Hot water"", ""Bathtub"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Baking sheet"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Coffee"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",353.0,1,365,t,15,29,53,95,2024-06-22,43,2022-04-21,2024-03-29,4.72,4.77,4.77,4.91,4.79,4.93,4.56,t,53,1.62
513711312599023905,2024-06-22,city scrape,Fenway Suites Ready Now,"Ready now for 6 or 12  months or beyond. This private entrance suite is fully remodeled with a large galley kitchen, full tile bath, Queen Sized bed, ample closets, barn doors, large screen TV and steps to the Kenmore Square T Stop. Enormous bay windows overlooking private garden. California closets and Murphy bed.",3417255,2012-08-29,within an hour,100%,71%,t,Fenway–Kenmore,2,3,"['email', 'phone', 'work_email']",t,Fenway,42.34877,-71.09397,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,"[""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dining table"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking garage off premises"", ""Hot water"", ""Air conditioning"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Counter top stainless steel oven"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Toaster"", ""Dishes and silverware"", ""Electric stove"", ""Smoke alarm"", ""Paid washer \u2013 In building"", ""Clothing storage: wardrobe"", ""Paid dryer \u2013 In building"", ""TV"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Pets allowed"", ""Heating"", ""Hair dryer"", ""Iron""]",130.0,180,365,t,29,59,89,364,2024-06-22,1,2022-09-06,2022-09-06,3.0,3.0,4.0,5.0,2.0,5.0,4.0,f,1,0.05
548373258905551128,2024-06-22,city scrape,Thatch™ Newbury Street | One-Bedroom Apt. #2,"Thatch on Newbury is located on Newbury Street, between Hereford and Gloucester, a short stroll to many of Boston's best restaurants, stores and places of interest. The building and unit provides the perfect location for either a weekend away or mid-week business travel. All units underwent major interior design upgrades in Spring 2022. In-unit laundry, central heat/AC, queen sleeper sofa and a full kitchen, make this the perfect place for a few nights or a few weeks!",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Back Bay,42.34929,-71.08407,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Laundromat nearby"", ""Central air conditioning"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Keypad"", ""Coffee"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Refrigerator"", ""Stove"", ""55 inch TV with Roku"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",337.0,1,365,t,8,23,40,76,2024-06-22,28,2022-04-20,2024-04-22,4.68,4.71,4.96,4.79,4.68,4.89,4.46,t,53,1.06
548393136882554658,2024-06-22,city scrape,Thatch™ Newbury | One Bedroom | Apt #3,"Thatch™ Newbury is located on Newbury Street, between Hereford and Gloucester. The four-story walk-up building provides the perfect location for either a weekend away, or mid-week business travel. <br /><br />Within a couple of blocks, you will find the Prudential Center, Commonwealth Avenue Mall, Boylston Street, Hynes Convention Center, Boston Public Garden, Boston Commons, and a number of world-class shops, and restaurants.",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Back Bay,42.348644,-71.085091,Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,"[""Laundromat nearby"", ""Central air conditioning"", ""Fire extinguisher"", ""Stainless steel oven"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Coffee"", ""Blender"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""55 inch TV with Roku"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",353.0,1,365,t,14,33,63,105,2024-06-22,45,2022-04-24,2024-06-14,4.89,4.93,4.82,4.93,4.89,5.0,4.73,t,53,1.71
548409183091048221,2024-06-22,city scrape,Thatch™ Newbury Street | One-Bedroom Apt. #4,"Thatch on Newbury is located on Newbury Street, between Hereford and Gloucester, a short stroll to many of Boston's best restaurants, stores and places of interest. The building and unit provides the perfect location for either a weekend away or mid-week business travel. All units underwent major interior design upgrades in Spring 2022. In-unit laundry, central heat/AC, queen sleeper sofa and a full kitchen, make this the perfect place for a few nights or a few weeks!",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Back Bay,42.348644,-71.085091,Entire serviced apartment,Entire home/apt,4,1.0,1.0,0.0,"[""Laundromat nearby"", ""Central air conditioning"", ""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Paid parking lot on premises \u2013 1 space"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Coffee"", ""Blender"", ""Luggage dropoff allowed"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""55 inch TV with Roku"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",318.0,1,365,t,17,29,41,79,2024-06-22,30,2022-04-22,2024-02-19,4.77,4.73,4.87,4.93,4.63,4.9,4.47,t,53,1.13
548424627632198069,2024-06-22,city scrape,Thatch™ Newbury Street | One-Bedroom Apt. #5,"Thatch on Newbury is located on Newbury Street, between Hereford and Gloucester, a short stroll to many of Boston's best restaurants, stores and places of interest. The building and unit provides the perfect location for either a weekend away or mid-week business travel. All units underwent major interior design upgrades in Spring 2022. In-unit laundry, central heat/AC, queen sleeper sofa and a full kitchen, make this the perfect place for a few nights or a few weeks!",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Back Bay,42.34798,-71.08406,Entire serviced apartment,Entire home/apt,4,1.0,1.0,0.0,"[""Central air conditioning"", ""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Baking sheet"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Coffee"", ""Room-darkening shades"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""55 inch TV with Roku"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",356.0,1,365,t,11,23,43,81,2024-06-22,36,2022-04-14,2024-06-06,4.61,4.75,4.81,4.89,4.81,5.0,4.53,t,53,1.35
548433540428028477,2024-06-22,city scrape,Thatch™ Newbury Street | One-Bedroom Apt. #6,"Thatch on Newbury is located on Newbury Street, between Hereford and Gloucester, a short stroll to many of Boston's best restaurants, stores and places of interest. The building and unit provides the perfect location for either a weekend away or mid-week business travel. In-unit laundry, central heat/AC, queen sleeper sofa and a full kitchen, make this the perfect place for a few nights or a few weeks!",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Back Bay,42.34786,-71.08623,Entire serviced apartment,Entire home/apt,4,1.0,1.0,0.0,"[""Central air conditioning"", ""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Paid parking lot on premises \u2013 1 space"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Baking sheet"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Coffee"", ""Room-darkening shades"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""55 inch TV with Roku"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",304.0,1,365,t,14,24,34,76,2024-06-22,38,2022-04-20,2024-06-10,4.66,4.68,4.61,4.76,4.71,4.95,4.39,t,53,1.43
554348528269020772,2024-06-22,city scrape,"Beacon Hill, J. Miller Flats -Studio Apt #3","J. Miller Flats on Charles is one of the few professionally managed short-term rentals available in the City and the location can’t be beat, in the heart of Beacon Hill and on its most iconic street – Charles Street. This studio apartment can sleep up to 2 people, has a full kitchen and new furniture and interior design in 2022. Fast wi-fi, smart TV for streaming, elevator, keyless entry and Thatch’s quality guarantee make this apartment a sure bet for leisure, work or any other kind of travel.",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Beacon Hill,42.35938,-71.0701,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,"[""Laundromat nearby"", ""Central air conditioning"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Elevator"", ""Carbon monoxide alarm"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""50 inch HDTV with Roku"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Coffee"", ""Luggage dropoff allowed"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",281.0,1,365,t,17,41,64,106,2024-06-22,54,2022-04-21,2024-06-17,4.78,4.87,4.85,4.83,4.83,4.93,4.57,t,53,2.04
554364781966575409,2024-06-22,city scrape,"Beacon Hill, J. Miller Flats - Studio Flat #5","J. Miller Flats on Charles is one of the few professionally managed short-term rentals available in the City and the location can’t be beat, in the heart of Beacon Hill and on its most iconic street – Charles Street. This studio apartment can sleep up to 2 people, has a full kitchen and new furniture and interior design in 2022. Fast wi-fi, smart TV for streaming, elevator, keyless entry and Thatch’s quality guarantee make this apartment a sure bet for leisure, work or any other kind of travel.",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Beacon Hill,42.35925,-71.07145,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Air conditioning"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""City skyline view"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""TV with Roku"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",275.0,1,365,t,11,31,59,91,2024-06-22,47,2022-04-19,2024-05-02,4.79,4.89,4.85,4.91,4.79,5.0,4.72,t,53,1.77
554943232446067139,2024-06-22,city scrape,"Beacon Hill, J. Miller Flats - 1 Bedroom Flat #2","J. Miller Flats is one of the few professionally managed short-term rentals available in the City and the location can’t be beat, in the heart of Beacon Hill, on its most iconic street – Charles Street. This one-bed apartment can sleep up to 4, has a full kitchen, queen sofa bed and new furniture and interior design in 2022. Fast wi-fi, smart TV for streaming, elevator, keyless entry and Thatch’s quality guarantee make this apartment a sure bet for leisure, work or family travel.",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Beacon Hill,42.358532,-71.070816,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,"[""Laundromat nearby"", ""Central air conditioning"", ""Fire extinguisher"", ""Stainless steel oven"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Elevator"", ""Carbon monoxide alarm"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""55 inch HDTV with Roku"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Coffee"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",352.0,1,365,t,7,17,32,63,2024-06-22,50,2022-09-25,2024-06-18,4.8,4.86,4.71,4.82,4.8,5.0,4.61,t,53,2.35
555679630501138101,2024-06-22,city scrape,"Beacon Hill, J. Miller Flats - 1 Bedroom Flat #4","J.  Miller Flats on Charles is one of the few professionally managed short-term rentals available in the City and the location can’t be beat, in the heart of Beacon Hill, on its most iconic street – Charles Street. This one-bed apartment can sleep up to 4, has a full kitchen, queen sofa bed and new furniture and interior design in 2022. Fast wi-fi, smart TV for streaming, elevator, keyless entry and Thatch’s quality guarantee make this apartment a sure bet for leisure, work or family travel.",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Beacon Hill,42.358532,-71.070816,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,"[""Laundromat nearby"", ""Central air conditioning"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Elevator"", ""Carbon monoxide alarm"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Coffee"", ""Luggage dropoff allowed"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",347.0,1,365,t,10,24,50,85,2024-06-22,39,2022-04-30,2024-05-27,4.51,4.62,4.67,4.79,4.56,5.0,4.26,t,53,1.49
555687465826158315,2024-06-22,city scrape,"Beacon Hill, J. Miller Flats - 1 Bedroom Flat #6","J. Miller Flats on Charles is one of the few professionally managed short-term rentals available in the City and the location can’t be beat, in the heart of Beacon Hill, on its most iconic street – Charles Street. This one-bed apartment can sleep up to 4, has a full kitchen, queen sofa bed and new furniture and interior design in 2022. Fast wi-fi, smart TV for streaming, elevator, keyless entry and Thatch’s quality guarantee make this apartment a sure bet for leisure, work or family travel.",814298,2011-07-13,within an hour,100%,100%,f,Back Bay,75,128,"['email', 'phone']",t,Beacon Hill,42.358532,-71.070816,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,"[""Laundromat nearby"", ""Fire extinguisher"", ""Stainless steel oven"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Elevator"", ""Carbon monoxide alarm"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Air conditioning"", ""Bathtub"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Coffee"", ""Luggage dropoff allowed"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""TV with Roku"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",354.0,1,365,t,4,24,45,78,2024-06-22,63,2022-04-20,2024-06-02,4.73,4.84,4.73,4.95,4.89,4.98,4.63,t,53,2.38
